name,success,vote_average,vote_count,director_popularity,cast_popularity,movie_popularity,reputable_production,budget_info,budget,revenue,runtime,tmdb_id,imdb_id,reviews,sentiment,year,month,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science_fiction,tv_movie,thriller,war,western
Edge of Tomorrow,1,7.62,13505,15.386,494.648,75.384,1,1,178000000,370541256,114,137113,tt1631867,1,0.60763,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Wars: Episode III - Revenge of the Sith,1,7.43,13425,27.04,830.06,64.746,0,1,113000000,850000000,140,1895,tt0121766,1,0.4615714285714286,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hacksaw Ridge,1,8.197,13424,56.369,643.1419999999999,134.172,1,1,40000000,175302354,139,324786,tt2119532,1,0.3741571428571428,16,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
300,1,7.183,13418,22.261,561.245,84.864,1,1,65000000,456082343,116,1271,tt0416449,1,0.7478,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jumanji: Welcome to the Jungle,1,6.825,13358,9.086,593.562,81.827,1,1,90000000,995339117,119,353486,tt2283362,1,0.874525,17,12,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blade Runner 2049,1,7.6,13280,23.867,709.138,164.786,1,1,150000000,259239658,164,335984,tt1856101,1,0.5576833333333333,17,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Twilight,1,6.291,13231,11.829,579.071,197.937,1,1,37000000,393616788,122,8966,tt1099212,0,-999.0,8,11,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Brave,1,7.019,13132,4.274,199.815,97.877,1,1,185000000,539000000,93,62177,tt1217209,1,0.9915,12,6,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Once Upon a Time... in Hollywood,1,7.4,13106,34.988,1546.763,67.506,1,1,95000000,374300000,162,466272,tt7131622,1,0.9396666666666668,19,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ant-Man and the Wasp,1,6.938,13041,6.735,639.377,56.602,1,1,140000000,622674139,119,363088,tt5095030,1,0.6364727272727273,18,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Passengers,1,6.947,12993,9.231,351.828,48.223,1,1,110000000,303144152,116,274870,tt1355644,1,0.3722,16,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Ex Machina,1,7.6,12989,13.993,196.442,45.232,1,1,15000000,36869414,108,264660,tt0470752,1,0.940375,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ice Age,1,7.364,12962,11.939,404.432,127.714,1,1,59000000,383257136,81,425,tt0268380,1,0.92135,2,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode II - Attack of the Clones,1,6.565,12959,27.04,754.845,60.324,0,1,120000000,649398328,142,1894,tt0121765,1,0.09828,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Amazing Spider-Man 2,1,6.511,12955,11.721,804.742,90.931,1,1,200000000,708962323,141,102382,tt1872181,1,0.7689333333333334,14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maleficent,1,7.092,12880,2.481,773.818,87.03,1,1,180000000,758539785,97,102651,tt1587310,1,0.9275875,14,5,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Hobbit: The Desolation of Smaug,1,7.6,12870,23.731,738.157,82.764,1,1,250000000,958400000,161,57158,tt1170358,1,0.6420833333333333,13,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Life of Pi,1,7.402,12855,19.631,190.353,76.604,1,1,120000000,609000000,127,87827,tt0454876,1,0.7628666666666666,12,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Wick: Chapter 2,1,7.331,12748,17.301,688.588,148.616,1,1,40000000,171539887,122,324552,tt4425200,1,0.5738545454545455,17,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
How to Train Your Dragon,1,7.8,12724,7.858,315.563,109.419,1,1,165000000,494879471,98,10191,tt0892769,1,0.976925,10,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Justice League,1,6.084,12722,22.261,1309.928,142.361,1,1,300000000,661326987,120,141052,tt0974015,1,0.491345,17,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
X-Men: Apocalypse,1,6.516,12697,7.929,972.936,130.009,1,1,178000000,543934787,144,246655,tt3385516,1,0.378175,16,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
American Sniper,1,7.43,12612,83.798,660.024,104.334,1,1,58800000,542300000,133,190859,tt2179136,1,0.4215,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Incredibles 2,1,7.466,12612,11.752,556.215,91.349,1,1,200000000,1242805359,118,260513,tt3606756,1,0.958625,18,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Birdman or (The Unexpected Virtue of Ignorance),1,7.466,12593,12.169,520.944,45.632,1,1,18000000,103215094,120,194662,tt2562232,1,0.4908599999999999,14,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Divergent,1,6.918,12584,7.036,554.621,90.638,1,1,85000000,288885818,139,157350,tt1840309,1,0.5204,14,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Curious Case of Benjamin Button,1,7.585,12500,16.61,690.333,67.774,1,1,150000000,335800000,166,4922,tt0421715,1,0.0518,8,12,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
X-Men: First Class,1,7.299,12483,16.722,1118.009,3.674,1,1,160000000,353624124,132,49538,tt1270798,1,0.9729666666666666,11,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Drive,1,7.582,12325,9.996,399.466,51.644,0,1,15000000,78100000,100,64690,tt0780504,1,0.7852857142857143,11,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Hunger Games: Mockingjay - Part 2,1,6.897,12276,9.742,902.793,60.944,1,1,160000000,653428261,137,131634,tt1951266,1,0.61356,15,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Donnie Darko,1,7.781,12171,12.67,497.921,50.55,0,1,4500000,7500000,114,141,tt0246578,1,0.027975,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Pacific Rim,1,6.897,12156,15.079,467.987,96.879,1,1,180000000,411000000,131,68726,tt1663662,1,0.668175,13,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dune,1,7.785,12132,23.867,706.39,160.881,1,1,165000000,407573628,155,438631,tt1160419,1,0.6976714285714286,21,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Me Before You,1,7.929,12111,4.391,401.823,146.659,1,1,20000000,207945075,110,296096,tt2674426,1,0.968,16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Moana,1,7.568,12102,10.538,235.027,32.701,1,1,150000000,690860472,107,277834,tt3521164,1,0.96165,16,10,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1917,1,7.994,12097,17.329,472.786,90.16,1,1,100000000,394638258,119,530915,tt8579674,1,0.2248176470588235,19,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Ted,1,6.43,12090,51.274,725.015,95.32,1,1,50000000,549368315,107,72105,tt1637725,1,0.3006,12,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wreck-It Ralph,1,7.34,12076,10.797,704.47,110.897,1,1,165000000,471222889,101,82690,tt1772341,1,0.59425,12,11,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Knives Out,1,7.849,12040,15.78,674.752,84.39,1,1,40000000,312897920,131,546554,tt8946378,1,0.7361000000000001,19,11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shrek 2,1,7.275,12021,8.044,334.096,153.486,1,1,150000000,932396221,92,809,tt0298148,1,0.0,4,5,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Great Gatsby,1,7.369,12014,12.874,558.199,48.258,1,1,105000000,351040419,143,64682,tt1343092,1,0.6954,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Zombieland,1,7.261,11985,7.98,409.725,69.288,1,1,23600000,102391540,88,19908,tt1156398,1,0.7005,9,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Shape of Water,1,7.246,11920,15.079,370.087,75.823,1,1,19500000,195300000,123,399055,tt5580390,1,0.8984714285714286,17,12,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Call Me by Your Name,1,8.139,11885,15.357,163.278,73.552,0,1,3500000,43143046,132,398818,tt5726616,1,0.94715,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Finding Dory,1,7.0,11842,20.993,721.644,63.486,1,1,200000000,1028600000,97,127380,tt2277860,1,0.7569666666666667,16,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prometheus,1,6.555,11836,19.968,499.294,77.902,1,1,130000000,403354469,124,70981,tt1446714,1,0.3506999999999999,12,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Social Network,1,7.369,11796,16.61,828.617,56.168,1,1,40000000,224920315,121,37799,tt1285016,1,0.632825,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Silver Linings Playbook,1,7.14,11779,7.177,410.812,40.452,1,1,21000000,236412453,122,82693,tt1045658,1,0.9881333333333332,12,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Devil Wears Prada,1,7.397,11778,10.543,628.774,215.794,1,1,35000000,326706115,109,350,tt0458352,1,0.95025,6,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,5.84,11740,18.751,909.428,78.468,1,1,200000000,791217826,158,14161,tt1190080,1,0.236425,9,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pirates of the Caribbean: Dead Men Tell No Tales,1,6.654,11713,10.519,881.066,124.27,1,1,230000000,795900000,128,166426,tt1790809,1,0.38056,17,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No Country for Old Men,1,7.942,11677,12.167,436.656,57.574,1,1,25000000,171627166,122,6977,tt0477348,1,0.7427875,7,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Fury,1,7.532,11676,9.998,558.343,121.398,1,1,68000000,211817906,135,228150,tt2713180,1,-0.0823166666666666,14,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Rise of the Planet of the Apes,1,7.324,11616,6.381,574.78,139.692,1,1,93000000,481800873,105,61791,tt1318514,1,0.1347,11,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Jurassic World: Fallen Kingdom,1,6.546,11559,10.633,633.86,154.64,1,1,170000000,1310466296,129,351286,tt4881806,1,0.08002,18,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Fifty Shades of Grey,0,5.883,11554,5.967,424.483,152.384,1,1,40000000,571000000,125,216015,tt2322441,1,-0.3783666666666667,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
The Incredible Hulk,1,6.211,11528,12.205,614.633,69.64,1,1,150000000,163712074,114,1724,tt0800080,1,0.950975,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"I, Robot",1,6.949,11511,11.74,383.168,58.702,1,1,120000000,347234916,115,2048,tt0343818,1,0.8106666666666666,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Avatar: The Way of Water,1,7.624,11509,19.221,848.754,232.949,0,1,460000000,2320250281,192,76600,tt1630029,1,0.6774,22,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Star Is Born,1,7.501,11480,42.556,425.654,67.55,1,1,36000000,433888866,136,332562,tt1517451,1,0.88534,18,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Prisoners,1,8.097,11464,23.867,504.355,84.634,0,1,46000000,122126687,153,146233,tt1392214,1,0.0979625,13,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Kick-Ass,1,7.125,11412,16.722,609.093,40.676,1,1,28000000,96188903,117,23483,tt1250777,1,0.55975,10,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,1,7.3,11339,15.026,634.015,98.152,1,1,130000000,632091832,90,9502,tt0441773,1,0.97185,8,6,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ocean's Eleven,1,7.445,11331,9.292,855.045,153.833,1,1,85000000,450717150,116,161,tt0240772,1,0.9855,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Green Book,1,8.242,11317,25.767,401.336,64.492,1,1,23000000,319700000,130,490132,tt6966692,1,0.7586714285714286,18,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Conjuring,1,7.544,11256,14.655,394.701,193.36,1,1,13000000,320400000,112,138843,tt1457767,1,0.45786,13,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Notebook,1,7.888,11237,16.348,423.091,108.74,1,1,29000000,115600000,123,11036,tt0332280,1,0.4872,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tangled,1,7.606,11178,4.151,393.721,158.634,1,1,260000000,592461732,100,38757,tt0398286,1,0.942975,10,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dawn of the Planet of the Apes,1,7.328,11130,20.839,656.505,229.986,1,1,170000000,710644566,130,119450,tt2103281,1,0.9213333333333334,14,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
In Time,1,6.971,11122,10.603,682.998,142.596,1,1,40000000,173900000,109,49530,tt1637688,1,0.73194,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cast Away,1,7.666,11119,21.748,365.027,76.343,1,1,90000000,429632142,143,8358,tt0162222,1,0.8811333333333334,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12 Years a Slave,1,7.943,11059,6.689,689.548,64.001,1,1,20000000,187000000,134,76203,tt2024544,1,0.239525,13,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
X-Men,1,7.0,11050,9.098,599.475,3.848,1,1,75000000,296339527,104,36657,tt0120903,1,0.8479599999999999,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Despicable Me 2,1,6.93,11013,14.454,644.029,170.537,1,1,76000000,970766005,98,93456,tt1690953,1,0.9982,13,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Transformers,1,6.801,10984,26.859,911.292,25.374,1,1,150000000,709709780,144,1858,tt0418279,1,-0.9268,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Fault in Our Stars,1,7.596,10978,4.172,307.663,76.795,1,1,14000000,307166834,126,222935,tt2582846,1,0.5436666666666666,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Taken,1,7.392,10946,8.643,443.065,108.433,1,1,25000000,226830568,94,8681,tt0936501,1,0.7097857142857142,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Matrix Reloaded,1,7.052,10705,14.171,770.216,67.314,1,1,150000000,738599701,138,604,tt0234215,1,0.9826,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Madagascar,1,6.9,10629,9.227,256.228,81.8,1,1,75000000,542100000,86,953,tt0351283,1,0.96405,5,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fantastic Beasts: The Crimes of Grindelwald,1,6.86,10627,16.005,830.918,52.952,1,1,200000000,654900000,134,338952,tt4123430,1,0.6184125,18,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
American Psycho,1,7.401,10611,9.472,415.624,55.43,1,1,7000000,34300000,102,1359,tt0144084,1,0.196025,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Now You See Me 2,1,6.827,10550,6.667,563.589,79.983,1,1,120000000,334900000,129,291805,tt3110958,1,0.9883666666666668,16,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Now You See Me 2,1,6.827,10550,6.667,563.589,79.983,1,1,120000000,334900000,129,291805,tt3110958,1,0.9883666666666668,16,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Nightcrawler,1,7.705,10521,7.657,335.827,68.201,0,1,8500000,50300000,118,242582,tt2872718,1,0.2606333333333333,14,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gran Torino,1,7.994,10486,83.798,240.015,33.449,1,1,33000000,270000000,116,13223,tt1205489,1,0.8873333333333333,8,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Almighty,1,6.714,10466,8.872,776.153,65.796,1,1,80000000,484600000,101,310,tt0315327,1,0.923,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oblivion,1,6.641,10465,17.501,404.003,46.175,1,1,120000000,286168572,124,75612,tt1483013,1,0.5212428571428571,13,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Casino Royale,1,7.558,10455,8.762,585.989,67.527,1,1,150000000,599045960,144,36557,tt0381061,1,0.52033,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Furious 7,1,7.234,10422,14.655,1013.945,87.949,1,1,190000000,1515400000,137,168259,tt2820852,1,0.0766999999999999,15,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Monsters University,1,7.04,10409,3.758,1129.658,98.681,1,1,200000000,743600000,104,62211,tt1453405,1,0.951575,13,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fast & Furious 6,1,6.818,10405,12.83,796.148,9.456,1,1,160000000,788700000,131,82992,tt1905041,1,0.386225,13,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Theory of Everything,1,7.9,10393,5.831,375.403,29.629,1,1,15000000,123726688,123,266856,tt2980516,1,0.8306,14,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Limitless,1,7.2,10390,7.036,324.168,55.727,1,1,27000000,161900000,105,51876,tt1219289,0,-999.0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Slumdog Millionaire,1,7.731,10373,14.157,241.306,44.168,1,1,15000000,378400000,120,12405,tt1010048,1,0.9771,8,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1,7.136,10370,8.044,552.588,181.686,1,1,180000000,745013115,143,411,tt0363771,1,0.9863333333333334,5,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
John Wick: Chapter 3 - Parabellum,1,7.447,10347,17.301,533.254,109.674,1,1,55000000,326709727,131,458156,tt6146586,1,0.5300285714285714,19,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Minions,1,6.408,10344,17.972,662.125,69.279,1,1,74000000,1159457503,91,211672,tt2293640,1,0.267175,15,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spectre,1,6.545,10319,17.329,657.198,51.186,1,1,245000000,880674609,148,206647,tt2379713,1,0.6876888888888889,15,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Perks of Being a Wallflower,1,7.8,10284,18.917,551.654,60.186,0,1,13000000,33384127,103,84892,tt1659337,1,0.5250333333333334,12,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kong: Skull Island,1,6.546,10258,4.517,619.713,99.952,1,1,185000000,566652812,118,293167,tt3731562,1,0.725375,17,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
X-Men Origins: Wolverine,1,6.268,10239,5.392,670.265,12.116,1,1,150000000,373062864,107,2080,tt0458525,1,0.2068,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hangover Part II,1,6.481,10236,10.864,408.498,72.437,1,1,80000000,586764305,102,45243,tt1411697,1,0.8583,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zodiac,1,7.523,10221,16.61,888.74,53.359,1,1,65000000,84785914,163,1949,tt0443706,1,0.70835,7,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Soul,1,8.131,10197,17.04,346.694,86.033,1,1,150000000,121500000,101,508442,tt2948372,1,0.9535875,20,12,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Maze Runner: The Scorch Trials,1,6.733,10142,8.177,705.655,115.27,1,1,61000000,312296056,131,294254,tt4046784,1,0.46506,15,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sherlock Holmes: A Game of Shadows,1,7.138,10134,36.687,551.857,49.437,1,1,125000000,334615000,129,58574,tt1515091,1,0.4748,11,11,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mr. & Mrs. Smith,1,6.686,10126,15.386,717.155,52.99,1,1,110000000,487300000,119,787,tt0356910,1,0.6243,5,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Fate of the Furious,1,6.879,10103,4.546,859.439,98.49,1,1,250000000,1236000000,136,337339,tt4630562,1,0.2174999999999999,17,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Men in Black 3,1,6.52,10102,6.283,719.5500000000001,67.372,1,1,225000000,624000000,106,41154,tt1409024,1,0.5754333333333334,12,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kingsman: The Golden Circle,1,6.968,10092,16.722,741.736,88.217,1,1,104000000,410900000,141,343668,tt4649466,1,0.7062,17,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 Jump Street,1,6.882,10075,10.395,803.656,48.039,1,1,42000000,201585328,109,64688,tt1232829,1,0.679,12,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),1,6.926,10063,2.477,653.6899999999999,64.234,1,1,75000000,205537933,109,495764,tt7713068,1,0.3604157894736842,20,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum,1,6.582,9990,24.231,607.728,43.446,1,1,110000000,574480841,108,1593,tt0477347,1,0.9849,6,12,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Looper,1,6.883,9975,15.78,618.057,41.483,0,1,30000000,47042000,118,59967,tt1276104,1,0.1010666666666666,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
A Beautiful Mind,1,7.859,9974,25.873,485.973,38.566,1,1,58000000,316800000,135,453,tt0268978,1,0.968,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Black Widow,1,7.252,9929,9.124,754.313,97.712,1,1,200000000,379751131,134,497698,tt3480822,1,0.5221642857142857,21,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Troy,1,7.163,9928,10.702,629.74,99.599,1,1,175000000,497400000,163,652,tt0332452,1,0.9671,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
X2,1,7.0,9866,9.098,873.79,4.341,1,1,110000000,407711549,133,36658,tt0290334,1,0.9401,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
(500) Days of Summer,1,7.285,9861,11.721,489.938,61.941,1,1,7500000,60781545,95,19913,tt1022603,1,0.3937333333333333,9,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Aladdin,1,7.107,9828,36.687,327.013,62.355,1,1,183000000,1054300000,127,420817,tt6139732,1,0.8467600000000001,19,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Batman,1,7.678,9827,20.839,650.808,143.254,1,1,185000000,771000000,177,414906,tt1877830,1,0.41046,22,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Insurgent,1,6.363,9821,6.454,743.611,66.693,1,1,110000000,297002527,119,262500,tt2908446,1,0.0495,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Godzilla vs. Kong,1,7.61,9801,7.387,442.62,141.61,1,1,200000000,470116094,114,399566,tt5034838,1,0.3789230769230769,21,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Venom: Let There Be Carnage,1,6.802,9790,29.35,470.804,179.353,1,1,110000000,506863592,97,580489,tt7097896,1,0.61458,21,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zack Snyder's Justice League,1,8.153,9778,22.261,1717.85,139.089,1,1,70000000,0,242,791373,tt12361974,1,0.4728266666666666,21,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Lion King,1,7.1,9778,35.221,277.617,101.79,1,1,260000000,1663000000,118,420818,tt6105098,1,0.30204,19,7,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Fast and the Furious,1,6.983,9755,13.573,365.771,9.632,1,1,38000000,207283925,106,9799,tt0232500,1,0.6226,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Murder on the Orient Express,1,6.713,9731,26.439,710.797,74.292,1,1,55000000,352800000,114,392044,tt3402236,1,0.5115000000000001,17,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Miss Peregrine's Home for Peculiar Children,1,6.834,9729,21.545,643.095,61.243,1,1,110000000,296482446,127,283366,tt1935859,1,0.4304857142857142,16,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Requiem for a Dream,1,8.02,9721,15.748,424.872,21.793,0,1,4500000,7390108,102,641,tt0180093,1,0.3163249999999999,0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bird Box,1,6.84,9716,7.05,493.79,55.914,0,1,19800000,0,124,405774,tt2737304,1,0.8885,18,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Men in Black II,1,6.368,9696,10.275,731.641,65.43,1,1,140000000,445100000,88,608,tt0120912,1,0.3347166666666667,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
